Account,Influence Score,Total Impressions,Total Engagements,Human Followers,Bot Followers,Tweets,Avg Tweet Quality,Avg Engagement Rate,Tweet Probability,Popularity Multiplier,DoNotUse
6,10.080,433518,21209,967,0,1000,0.100,0.050,1.000,1.017,0
7,9.529,410480,20050,881,0,1000,0.100,0.050,1.000,1.020,0
8,11.385,488233,23954,1135,0,1000,0.100,0.050,1.000,1.019,0
9,10.211,439246,21483,1004,0,1000,0.100,0.050,1.000,1.017,0
10,7.920,342432,16663,750,0,1000,0.100,0.050,1.000,1.018,0
1,12.611,570413,28049,1325,0,1000,0.100,0.050,1.000,1.023,0
2,9.397,427395,20901,933,0,1000,0.100,0.050,1.000,1.020,0
3,10.669,484049,23731,1103,0,1000,0.100,0.050,1.000,1.019,0
4,8.159,372345,18148,808,0,1000,0.100,0.050,1.000,1.019,0
5,8.995,409542,20008,868,0,1000,0.100,0.050,1.000,1.024,0
6,9.604,436269,21362,961,0,1000,0.100,0.050,1.000,1.020,0
7,7.070,323929,15725,685,0,1000,0.100,0.050,1.000,1.018,0
8,12.436,562875,27660,1300,0,1000,0.100,0.050,1.000,1.021,0
9,13.458,608098,29933,1421,0,1000,0.100,0.050,1.000,1.016,0
10,7.602,347459,16908,747,0,1000,0.100,0.050,1.000,1.016,0
1,8.882,389437,19015,854,0,1000,0.100,0.050,1.000,1.019,0
2,7.562,333330,16189,770,0,1000,0.100,0.050,1.000,1.012,0
3,12.587,548550,26947,1276,0,1000,0.100,0.050,1.000,1.020,0
4,10.836,473455,23199,1081,0,1000,0.100,0.050,1.000,1.017,0
5,10.019,438351,21450,1033,0,1000,0.100,0.050,1.000,1.018,0
6,12.342,537352,26422,1273,0,1000,0.100,0.050,1.000,1.019,0
7,8.797,385908,18833,885,0,1000,0.100,0.050,1.000,1.024,0
8,8.740,383818,18711,827,0,1000,0.100,0.050,1.000,1.015,0
9,11.123,485328,23814,1115,0,1000,0.100,0.050,1.000,1.026,0
10,9.113,399661,19510,869,0,1000,0.100,0.050,1.000,1.019,0
1,11.792,565798,27817,1276,0,1000,0.100,0.050,1.000,1.024,0
2,6.675,324239,15745,748,0,1000,0.100,0.050,1.000,1.015,0
3,11.286,542031,26623,1229,0,1000,0.100,0.050,1.000,1.017,0
4,11.701,561464,27602,1328,0,1000,0.100,0.050,1.000,1.023,0
5,9.227,444430,21765,1071,0,1000,0.100,0.050,1.000,1.023,0
6,8.040,388536,18966,901,0,1000,0.100,0.050,1.000,1.017,0
7,8.657,417792,20421,923,0,1000,0.100,0.050,1.000,1.017,0
8,9.088,438359,21438,944,0,1000,0.100,0.050,1.000,1.018,0
9,11.843,568391,27936,1301,0,1000,0.100,0.050,1.000,1.022,0
10,11.690,561140,27575,1438,0,1000,0.100,0.050,1.000,1.026,0
1,11.437,476027,23318,1121,0,1000,0.100,0.050,1.000,1.024,0
2,9.733,406428,19843,936,0,1000,0.100,0.050,1.000,1.019,0
3,9.240,386083,18838,843,0,1000,0.100,0.050,1.000,1.019,0
4,10.265,427916,20929,983,0,1000,0.100,0.050,1.000,1.017,0
5,11.082,461235,22595,1072,0,1000,0.100,0.050,1.000,1.018,0
6,9.940,414689,20265,921,0,1000,0.100,0.050,1.000,1.018,0
7,8.490,355640,17309,774,0,1000,0.100,0.050,1.000,1.017,0
8,9.066,379206,18484,815,0,1000,0.100,0.050,1.000,1.014,0
9,12.700,527338,25892,1309,0,1000,0.100,0.050,1.000,1.019,0
10,8.048,337582,16408,784,0,1000,0.100,0.050,1.000,1.017,0
1,10.636,452591,22171,1028,0,1000,0.100,0.050,1.000,1.021,0
2,11.282,479673,23517,1083,0,1000,0.100,0.050,1.000,1.021,0
3,8.451,361768,17616,774,0,1000,0.100,0.050,1.000,1.014,0
4,8.951,382361,18657,809,0,1000,0.100,0.050,1.000,1.021,0
5,11.721,498358,24432,1272,0,1000,0.100,0.050,1.000,1.028,0
6,10.016,427002,20878,965,0,1000,0.100,0.050,1.000,1.021,0
7,11.406,484751,23776,1102,0,1000,0.100,0.050,1.000,1.021,0
8,8.242,352758,17180,754,0,1000,0.100,0.050,1.000,1.016,0
9,10.775,458595,22460,964,0,1000,0.100,0.050,1.000,1.016,0
10,8.518,364358,17756,863,0,1000,0.100,0.050,1.000,1.019,0
1,12.652,573241,28206,1314,0,1000,0.100,0.050,1.000,1.020,0
2,9.504,433350,21188,990,0,1000,0.100,0.050,1.000,1.020,0
3,7.860,359620,17522,834,0,1000,0.100,0.050,1.000,1.014,0
4,11.618,527528,25900,1162,0,1000,0.100,0.050,1.000,1.020,0
5,10.381,472430,23143,1127,0,1000,0.100,0.050,1.000,1.023,0
6,10.852,493419,24193,1076,0,1000,0.100,0.050,1.000,1.015,0
7,8.203,375100,18287,848,0,1000,0.100,0.050,1.000,1.022,0
8,9.458,431183,21086,959,0,1000,0.100,0.050,1.000,1.015,0
9,8.934,407590,19917,910,0,1000,0.100,0.050,1.000,1.024,0
10,10.538,479132,23492,1137,0,1000,0.100,0.050,1.000,1.019,0
1,10.931,459327,22490,1077,0,1000,0.100,0.050,1.000,1.012,0
2,10.571,444233,21749,1014,0,1000,0.100,0.050,1.000,1.019,0
3,10.777,452555,22173,1019,0,1000,0.100,0.050,1.000,1.019,0
4,8.655,365307,17808,822,0,1000,0.100,0.050,1.000,1.018,0
5,8.771,370019,18047,803,0,1000,0.100,0.050,1.000,1.014,0
6,8.054,340938,16571,704,0,1000,0.100,0.050,1.000,1.017,0
7,9.548,402093,19646,851,0,1000,0.100,0.050,1.000,1.020,0
8,13.860,579952,28517,1382,0,1000,0.100,0.050,1.000,1.030,0
9,9.788,411889,20138,964,0,1000,0.100,0.050,1.000,1.017,0
10,9.045,381537,18611,848,0,1000,0.100,0.050,1.000,1.017,0
1,8.732,395139,19290,944,0,1000,0.100,0.050,1.000,1.017,0
2,10.515,473803,23227,1068,0,1000,0.100,0.050,1.000,1.024,0
3,7.105,323238,15695,770,0,1000,0.100,0.050,1.000,1.019,0
4,9.957,449633,21996,995,0,1000,0.100,0.050,1.000,1.017,0
5,9.888,445895,21842,973,0,1000,0.100,0.050,1.000,1.021,0
6,11.359,511426,25091,1170,0,1000,0.100,0.050,1.000,1.018,0
7,11.200,504139,24741,1205,0,1000,0.100,0.050,1.000,1.031,0
8,11.599,521817,25622,1228,0,1000,0.100,0.050,1.000,1.020,0
9,8.670,392603,19151,796,0,1000,0.100,0.050,1.000,1.015,0
10,10.975,494805,24244,1094,0,1000,0.100,0.050,1.000,1.021,0
1,8.722,383058,18671,832,0,1000,0.100,0.050,1.000,1.018,0
2,11.735,511847,25123,1196,0,1000,0.100,0.050,1.000,1.022,0
3,10.144,443659,21717,1054,0,1000,0.100,0.050,1.000,1.027,0
4,10.450,456833,22372,1050,0,1000,0.100,0.050,1.000,1.018,0
5,9.507,416241,20353,908,0,1000,0.100,0.050,1.000,1.021,0
6,8.600,377652,18411,838,0,1000,0.100,0.050,1.000,1.018,0
7,8.880,389622,19010,914,0,1000,0.100,0.050,1.000,1.019,0
8,9.141,400823,19569,931,0,1000,0.100,0.050,1.000,1.015,0
9,13.442,585047,28776,1357,0,1000,0.100,0.050,1.000,1.022,0
10,9.377,410594,20075,965,0,1000,0.100,0.050,1.000,1.020,0
1,9.965,401023,19578,924,0,1000,0.100,0.050,1.000,1.021,0
2,11.096,445206,21800,1054,0,1000,0.100,0.050,1.000,1.019,0
3,14.092,563011,27685,1246,0,1000,0.100,0.050,1.000,1.018,0
4,8.552,345650,16802,821,0,1000,0.100,0.050,1.000,1.016,0
5,11.891,476352,23362,1072,0,1000,0.100,0.050,1.000,1.026,0
6,8.483,342766,16666,807,0,1000,0.100,0.050,1.000,1.014,0
7,9.652,388311,18962,895,0,1000,0.100,0.050,1.000,1.016,0
8,8.728,352325,17147,832,0,1000,0.100,0.050,1.000,1.018,0
9,8.366,338140,16437,740,0,1000,0.100,0.050,1.000,1.013,0
10,9.174,369375,18024,866,0,1000,0.100,0.050,1.000,1.016,0
1,9.458,431157,21101,987,0,1000,0.100,0.050,1.000,1.018,0
2,10.893,495212,24303,1111,0,1000,0.100,0.050,1.000,1.020,0
3,11.381,517194,25392,1203,0,1000,0.100,0.050,1.000,1.019,0
4,11.448,519821,25541,1260,0,1000,0.100,0.050,1.000,1.025,0
5,6.992,321571,15599,644,0,1000,0.100,0.050,1.000,1.018,0
6,11.074,503691,24706,1090,0,1000,0.100,0.050,1.000,1.018,0
7,9.611,438188,21442,1062,0,1000,0.100,0.050,1.000,1.020,0
8,9.465,431689,21116,991,0,1000,0.100,0.050,1.000,1.015,0
9,10.500,477990,23427,1089,0,1000,0.100,0.050,1.000,1.018,0
10,9.178,419009,20477,964,0,1000,0.100,0.050,1.000,1.015,0
1,9.380,388478,18958,926,0,1000,0.100,0.050,1.000,1.016,0
2,7.549,314858,15258,701,0,1000,0.100,0.050,1.000,1.014,0
3,11.247,464146,22733,1110,0,1000,0.100,0.050,1.000,1.020,0
4,10.713,442383,21654,1023,0,1000,0.100,0.050,1.000,1.020,0
5,11.106,458295,22447,1094,0,1000,0.100,0.050,1.000,1.020,0
6,9.247,383042,18691,831,0,1000,0.100,0.050,1.000,1.019,0
7,9.463,391843,19127,883,0,1000,0.100,0.050,1.000,1.017,0
8,8.730,361961,17645,749,0,1000,0.100,0.050,1.000,1.018,0
9,11.377,469292,22995,1129,0,1000,0.100,0.050,1.000,1.020,0
10,11.188,461555,22613,1057,0,1000,0.100,0.050,1.000,1.015,0
1,7.236,309217,14992,645,0,1000,0.100,0.050,1.000,1.018,0
2,9.697,411060,20089,928,0,1000,0.100,0.050,1.000,1.017,0
3,9.545,404650,19774,916,0,1000,0.100,0.050,1.000,1.013,0
4,12.196,514783,25267,1146,0,1000,0.100,0.050,1.000,1.022,0
5,9.248,392519,19160,903,0,1000,0.100,0.050,1.000,1.015,0
6,10.965,463822,22716,1084,0,1000,0.100,0.050,1.000,1.015,0
7,10.538,445945,21833,1036,0,1000,0.100,0.050,1.000,1.018,0
8,11.285,477086,23379,1098,0,1000,0.100,0.050,1.000,1.022,0
9,10.324,436961,21388,1014,0,1000,0.100,0.050,1.000,1.020,0
10,8.967,380813,18577,880,0,1000,0.100,0.050,1.000,1.016,0
1,13.333,594541,29261,1425,0,1000,0.100,0.050,1.000,1.015,0
2,7.822,352537,17166,793,0,1000,0.100,0.050,1.000,1.014,0
3,12.916,576409,28347,1401,0,1000,0.100,0.050,1.000,1.024,0
4,9.670,433760,21222,979,0,1000,0.100,0.050,1.000,1.024,0
5,11.598,518522,25453,1141,0,1000,0.100,0.050,1.000,1.023,0
6,9.264,416215,20332,929,0,1000,0.100,0.050,1.000,1.018,0
7,8.412,378493,18462,845,0,1000,0.100,0.050,1.000,1.018,0
8,10.332,463083,22676,1052,0,1000,0.100,0.050,1.000,1.024,0
9,9.506,426611,20862,995,0,1000,0.100,0.050,1.000,1.016,0
10,7.148,322976,15688,652,0,1000,0.100,0.050,1.000,1.017,0
1,9.416,396071,19328,876,0,1000,0.100,0.050,1.000,1.018,0
2,12.636,528319,25938,1262,0,1000,0.100,0.050,1.000,1.025,0
3,10.506,440925,21565,1065,0,1000,0.100,0.050,1.000,1.019,0
4,11.715,490265,24046,1116,0,1000,0.100,0.050,1.000,1.018,0
5,10.666,447334,21893,1058,0,1000,0.100,0.050,1.000,1.019,0
6,9.719,408123,19950,985,0,1000,0.100,0.050,1.000,1.022,0
7,9.711,408105,19933,931,0,1000,0.100,0.050,1.000,1.016,0
8,8.634,363660,17723,804,0,1000,0.100,0.050,1.000,1.018,0
9,8.347,352088,17133,812,0,1000,0.100,0.050,1.000,1.016,0
10,8.651,364530,17757,767,0,1000,0.100,0.050,1.000,1.015,0
1,11.105,486862,23867,1078,0,1000,0.100,0.050,1.000,1.018,0
2,8.608,379441,18500,861,0,1000,0.100,0.050,1.000,1.017,0
3,7.693,339997,16534,749,0,1000,0.100,0.050,1.000,1.015,0
4,10.687,468819,22967,1034,0,1000,0.100,0.050,1.000,1.020,0
5,8.257,364161,17745,770,0,1000,0.100,0.050,1.000,1.020,0
6,9.001,396534,19345,883,0,1000,0.100,0.050,1.000,1.015,0
7,9.558,420206,20542,897,0,1000,0.100,0.050,1.000,1.016,0
8,13.581,592914,29187,1411,0,1000,0.100,0.050,1.000,1.022,0
9,10.018,439997,21529,1015,0,1000,0.100,0.050,1.000,1.018,0
10,11.491,503405,24696,1212,0,1000,0.100,0.050,1.000,1.016,0
1,11.037,490433,24043,1106,0,1000,0.100,0.050,1.000,1.018,0
2,8.809,393084,19188,885,0,1000,0.100,0.050,1.000,1.021,0
3,8.887,396579,19359,876,0,1000,0.100,0.050,1.000,1.020,0
4,11.224,498530,24450,1178,0,1000,0.100,0.050,1.000,1.020,0
5,11.857,525706,25828,1226,0,1000,0.100,0.050,1.000,1.021,0
6,9.863,439229,21485,1033,0,1000,0.100,0.050,1.000,1.015,0
7,7.730,345784,16838,752,0,1000,0.100,0.050,1.000,1.017,0
8,10.777,478792,23475,1082,0,1000,0.100,0.050,1.000,1.020,0
9,11.373,505040,24774,1142,0,1000,0.100,0.050,1.000,1.020,0
10,8.443,377402,18392,897,0,1000,0.100,0.050,1.000,1.018,0
1,8.481,364742,17762,819,0,1000,0.100,0.050,1.000,1.017,0
2,8.741,375497,18306,839,0,1000,0.100,0.050,1.000,1.019,0
3,10.911,466343,22851,1066,0,1000,0.100,0.050,1.000,1.019,0
4,7.675,330986,16074,725,0,1000,0.100,0.050,1.000,1.016,0
5,10.472,448143,21930,1058,0,1000,0.100,0.050,1.000,1.018,0
6,9.886,423133,20703,1020,0,1000,0.100,0.050,1.000,1.017,0
7,10.969,468898,22971,1079,0,1000,0.100,0.050,1.000,1.026,0
8,12.207,520648,25564,1197,0,1000,0.100,0.050,1.000,1.025,0
9,9.785,419642,20493,952,0,1000,0.100,0.050,1.000,1.021,0
10,10.872,464968,22769,1039,0,1000,0.100,0.050,1.000,1.016,0
1,6.752,291747,14121,621,0,1000,0.100,0.050,1.000,1.012,0
2,10.202,435942,21338,1023,0,1000,0.100,0.050,1.000,1.013,0
3,8.652,371336,18095,819,0,1000,0.100,0.050,1.000,1.020,0
4,8.873,380644,18559,889,0,1000,0.100,0.050,1.000,1.020,0
5,9.635,412483,20151,905,0,1000,0.100,0.050,1.000,1.016,0
6,10.722,457822,22426,1049,0,1000,0.100,0.050,1.000,1.022,0
7,11.854,505296,24794,1216,0,1000,0.100,0.050,1.000,1.018,0
8,12.280,522864,25683,1206,0,1000,0.100,0.050,1.000,1.023,0
9,8.881,380636,18574,896,0,1000,0.100,0.050,1.000,1.017,0
10,12.150,517462,25412,1198,0,1000,0.100,0.050,1.000,1.019,0
1,8.672,379230,18493,821,0,1000,0.100,0.050,1.000,1.015,0
2,9.087,396732,19379,943,0,1000,0.100,0.050,1.000,1.022,0
3,11.939,518603,25459,1153,0,1000,0.100,0.050,1.000,1.020,0
4,9.068,396121,19338,858,0,1000,0.100,0.050,1.000,1.017,0
5,11.160,485207,23798,1037,0,1000,0.100,0.050,1.000,1.017,0
6,8.180,358161,17444,782,0,1000,0.100,0.050,1.000,1.012,0
7,10.566,460178,22532,1023,0,1000,0.100,0.050,1.000,1.018,0
8,9.511,415232,20282,919,0,1000,0.100,0.050,1.000,1.011,0
9,9.447,412441,20146,917,0,1000,0.100,0.050,1.000,1.017,0
10,12.370,537064,26380,1230,0,1000,0.100,0.050,1.000,1.022,0
1,7.455,325535,15831,690,0,1000,0.100,0.050,1.000,1.013,0
2,14.153,610530,30054,1461,0,1000,0.100,0.050,1.000,1.032,0
3,10.289,446435,21849,1002,0,1000,0.100,0.050,1.000,1.020,0
4,10.342,448902,21962,1055,0,1000,0.100,0.050,1.000,1.019,0
5,12.341,533315,26206,1233,0,1000,0.100,0.050,1.000,1.025,0
6,10.824,468979,22986,1146,0,1000,0.100,0.050,1.000,1.020,0
7,9.369,407081,19895,953,0,1000,0.100,0.050,1.000,1.019,0
8,9.062,394321,19243,920,0,1000,0.100,0.050,1.000,1.018,0
9,8.298,361750,17621,783,0,1000,0.100,0.050,1.000,1.022,0
10,7.867,343360,16706,823,0,1000,0.100,0.050,1.000,1.016,0
1,10.603,503321,24695,1104,0,1000,0.100,0.050,1.000,1.021,0
2,9.803,466068,22831,1075,0,1000,0.100,0.050,1.000,1.019,0
3,9.628,457907,22425,1073,0,1000,0.100,0.050,1.000,1.020,0
4,10.746,510099,25027,1251,0,1000,0.100,0.050,1.000,1.023,0
5,9.525,453233,22185,1063,0,1000,0.100,0.050,1.000,1.020,0
6,9.808,466109,22843,1093,0,1000,0.100,0.050,1.000,1.019,0
7,10.977,520751,25565,1193,0,1000,0.100,0.050,1.000,1.017,0
8,9.118,433745,21236,966,0,1000,0.100,0.050,1.000,1.019,0
9,11.251,533350,26205,1349,0,1000,0.100,0.050,1.000,1.017,0
10,8.541,407174,19892,984,0,1000,0.100,0.050,1.000,1.017,0
1,8.492,380808,18581,884,0,1000,0.100,0.050,1.000,1.015,0
2,12.822,570333,28056,1281,0,1000,0.100,0.050,1.000,1.018,0
3,8.968,401695,19622,946,0,1000,0.100,0.050,1.000,1.020,0
4,10.036,448401,21960,1030,0,1000,0.100,0.050,1.000,1.021,0
5,8.000,359689,17504,762,0,1000,0.100,0.050,1.000,1.017,0
6,10.782,481157,23591,1121,0,1000,0.100,0.050,1.000,1.018,0
7,9.553,427897,20902,966,0,1000,0.100,0.050,1.000,1.019,0
8,11.090,494623,24266,1109,0,1000,0.100,0.050,1.000,1.019,0
9,9.802,438385,21448,1040,0,1000,0.100,0.050,1.000,1.015,0
10,10.455,466797,22876,1079,0,1000,0.100,0.050,1.000,1.022,0
1,9.048,363029,17657,828,0,1000,0.100,0.050,1.000,1.017,0
2,9.357,374660,18261,859,0,1000,0.100,0.050,1.000,1.016,0
3,10.875,433488,21222,977,0,1000,0.100,0.050,1.000,1.017,0
4,11.018,439509,21501,936,0,1000,0.100,0.050,1.000,1.019,0
5,9.626,385358,18785,833,0,1000,0.100,0.050,1.000,1.015,0
6,10.100,403448,19710,891,0,1000,0.100,0.050,1.000,1.016,0
7,12.061,479835,23538,1132,0,1000,0.100,0.050,1.000,1.030,0
8,9.224,369343,18001,845,0,1000,0.100,0.050,1.000,1.015,0
9,9.709,388425,18948,889,0,1000,0.100,0.050,1.000,1.019,0
10,8.983,359674,17530,825,0,1000,0.100,0.050,1.000,1.015,0
1,8.654,378737,18458,860,0,1000,0.100,0.050,1.000,1.012,0
2,8.257,361478,17610,835,0,1000,0.100,0.050,1.000,1.020,0
3,10.379,452166,22136,1054,0,1000,0.100,0.050,1.000,1.019,0
4,8.471,370580,18068,835,0,1000,0.100,0.050,1.000,1.019,0
5,11.609,504927,24760,1176,0,1000,0.100,0.050,1.000,1.018,0
6,12.158,528391,25931,1238,0,1000,0.100,0.050,1.000,1.021,0
7,8.814,385359,18799,910,0,1000,0.100,0.050,1.000,1.019,0
8,14.490,627289,30904,1423,0,1000,0.100,0.050,1.000,1.026,0
9,9.383,409658,20013,894,0,1000,0.100,0.050,1.000,1.020,0
10,7.785,341218,16603,714,0,1000,0.100,0.050,1.000,1.014,0
1,11.181,474898,23285,1064,0,1000,0.100,0.050,1.000,1.018,0
2,10.042,427312,20913,1035,0,1000,0.100,0.050,1.000,1.022,0
3,9.742,414855,20288,944,0,1000,0.100,0.050,1.000,1.018,0
4,8.826,376775,18381,790,0,1000,0.100,0.050,1.000,1.015,0
5,9.300,396827,19368,833,0,1000,0.100,0.050,1.000,1.018,0
6,8.593,367348,17895,835,0,1000,0.100,0.050,1.000,1.023,0
7,10.494,446438,21854,965,0,1000,0.100,0.050,1.000,1.022,0
8,10.556,449264,21983,1005,0,1000,0.100,0.050,1.000,1.020,0
9,11.428,485561,23801,1117,0,1000,0.100,0.050,1.000,1.024,0
10,9.840,419351,20493,936,0,1000,0.100,0.050,1.000,1.022,0
1,9.699,395805,19325,918,0,1000,0.100,0.050,1.000,1.016,0
2,11.307,459979,22527,1078,0,1000,0.100,0.050,1.000,1.017,0
3,8.437,345642,16809,715,0,1000,0.100,0.050,1.000,1.016,0
4,8.634,353571,17202,793,0,1000,0.100,0.050,1.000,1.018,0
5,12.832,520520,25566,1135,0,1000,0.100,0.050,1.000,1.018,0
6,11.264,458248,22442,1082,0,1000,0.100,0.050,1.000,1.019,0
7,9.893,403430,19711,982,0,1000,0.100,0.050,1.000,1.021,0
8,8.429,345056,16793,748,0,1000,0.100,0.050,1.000,1.013,0
9,9.594,391781,19114,884,0,1000,0.100,0.050,1.000,1.015,0
10,9.913,404245,19750,995,0,1000,0.100,0.050,1.000,1.014,0
1,10.279,460664,22558,1039,0,1000,0.100,0.050,1.000,1.019,0
2,8.979,403420,19705,907,0,1000,0.100,0.050,1.000,1.016,0
3,8.148,367004,17881,855,0,1000,0.100,0.050,1.000,1.016,0
4,13.850,617012,30394,1439,0,1000,0.100,0.050,1.000,1.025,0
5,8.149,366756,17883,904,0,1000,0.100,0.050,1.000,1.021,0
6,11.262,503616,24715,1147,0,1000,0.100,0.050,1.000,1.021,0
7,10.573,473373,23203,1078,0,1000,0.100,0.050,1.000,1.018,0
8,8.466,380956,18579,895,0,1000,0.100,0.050,1.000,1.019,0
9,10.031,449551,22013,1010,0,1000,0.100,0.050,1.000,1.014,0
10,10.264,460064,22524,1076,0,1000,0.100,0.050,1.000,1.019,0
1,9.158,400210,19530,874,0,1000,0.100,0.050,1.000,1.021,0
2,10.631,462868,22670,1022,0,1000,0.100,0.050,1.000,1.020,0
3,12.015,521834,25622,1203,0,1000,0.100,0.050,1.000,1.018,0
4,9.418,410933,20083,940,0,1000,0.100,0.050,1.000,1.022,0
5,9.416,411099,20079,914,0,1000,0.100,0.050,1.000,1.016,0
6,10.109,440511,21558,1040,0,1000,0.100,0.050,1.000,1.024,0
7,7.687,337432,16393,737,0,1000,0.100,0.050,1.000,1.017,0
8,11.664,506685,24874,1168,0,1000,0.100,0.050,1.000,1.024,0
9,12.032,522560,25658,1189,0,1000,0.100,0.050,1.000,1.019,0
10,7.870,344759,16783,806,0,1000,0.100,0.050,1.000,1.023,0
1,13.113,616587,30352,1429,0,1000,0.100,0.050,1.000,1.024,0
2,9.302,439909,21531,1000,0,1000,0.100,0.050,1.000,1.017,0
3,10.290,486143,23817,1055,0,1000,0.100,0.050,1.000,1.025,0
4,11.433,538648,26463,1247,0,1000,0.100,0.050,1.000,1.023,0
5,10.925,515182,25287,1203,0,1000,0.100,0.050,1.000,1.018,0
6,8.490,402358,19652,884,0,1000,0.100,0.050,1.000,1.018,0
7,10.808,509848,25017,1184,0,1000,0.100,0.050,1.000,1.016,0
8,8.908,421519,20619,963,0,1000,0.100,0.050,1.000,1.016,0
9,8.456,400955,19572,882,0,1000,0.100,0.050,1.000,1.013,0
10,8.274,392493,19152,922,0,1000,0.100,0.050,1.000,1.019,0
1,8.302,406764,19855,935,0,1000,0.100,0.050,1.000,1.016,0
2,9.452,461128,22606,1091,0,1000,0.100,0.050,1.000,1.017,0
3,12.017,584047,28740,1390,0,1000,0.100,0.050,1.000,1.019,0
4,9.786,477601,23404,1052,0,1000,0.100,0.050,1.000,1.019,0
5,8.811,430459,21074,976,0,1000,0.100,0.050,1.000,1.021,0
6,11.267,548426,26948,1209,0,1000,0.100,0.050,1.000,1.017,0
7,9.468,462132,22645,1074,0,1000,0.100,0.050,1.000,1.021,0
8,10.876,529860,26011,1186,0,1000,0.100,0.050,1.000,1.018,0
9,11.677,567908,27929,1276,0,1000,0.100,0.050,1.000,1.025,0
10,8.345,408737,19958,856,0,1000,0.100,0.050,1.000,1.018,0
1,10.518,411313,20087,939,0,1000,0.100,0.050,1.000,1.015,0
2,8.010,315195,15297,675,0,1000,0.100,0.050,1.000,1.015,0
3,10.970,428404,20950,942,0,1000,0.100,0.050,1.000,1.015,0
4,11.710,456668,22362,1020,0,1000,0.100,0.050,1.000,1.017,0
5,7.519,296914,14359,653,0,1000,0.100,0.050,1.000,1.017,0
6,8.556,336088,16340,778,0,1000,0.100,0.050,1.000,1.017,0
7,9.239,362184,17643,776,0,1000,0.100,0.050,1.000,1.014,0
8,11.718,456785,22377,1075,0,1000,0.100,0.050,1.000,1.015,0
9,12.331,480450,23548,1099,0,1000,0.100,0.050,1.000,1.022,0
10,9.429,369403,18006,804,0,1000,0.100,0.050,1.000,1.016,0
1,9.073,399027,19486,902,0,1000,0.100,0.050,1.000,1.018,0
2,8.765,385673,18825,879,0,1000,0.100,0.050,1.000,1.019,0
3,10.604,464744,22775,1068,0,1000,0.100,0.050,1.000,1.020,0
4,11.697,511536,25122,1278,0,1000,0.100,0.050,1.000,1.021,0
5,9.276,407863,19923,947,0,1000,0.100,0.050,1.000,1.017,0
6,8.547,376664,18357,839,0,1000,0.100,0.050,1.000,1.015,0
7,9.016,396359,19365,857,0,1000,0.100,0.050,1.000,1.018,0
8,10.105,443645,21703,1047,0,1000,0.100,0.050,1.000,1.025,0
9,11.634,509283,24987,1150,0,1000,0.100,0.050,1.000,1.016,0
10,11.284,494427,24236,1110,0,1000,0.100,0.050,1.000,1.019,0